xml:id,wikidata,name_alias,forename,surname,birth_date,birth_place,death_date,death_place,type,role,commentaire,validation,compte,birth_place_qid,death_place_qid
Pinturicchio,http://www.wikidata.org/entity/Q5591,Pinturicchio,Bernardino di,Betto,1454,Perugia,1513-12-11,Sienne,"artiste,peintre",peintre italien du (1454-1513),,4,7,Q3437,Q2751
SistoBadalocchio,http://www.wikidata.org/entity/Q729057,Rosa Sisto,Sisto,Badalocchio,1585-06-28,Parme,1647,Parme,"artiste,peintre,graveur(euse)",peintre et graveur italien (1585-1647),,4,7,Q2683,Q2683
FrancescoVillamena,http://www.wikidata.org/entity/Q516452,,Francesco,Villamena,1566,Assise,1624-07-07,Rome,"artiste,graveur(euse)",graveur italien,,4,7,Q20103,Q220
GuillaumeMarcillat,http://www.wikidata.org/entity/Q1364424,,Guillaume,Marcillat,1470,Q213313,1529,Arezzo,"artiste,peintre",peintre français,,4,7,Q213313,Q13378
ArtemiseI,https://www.wikidata.org/wiki/Q232128,,,Artémise Iere,-500,Q5843680,-500,Ephese,personnage politique,satrape d'Halicarnasse,,4,7,Q5843680,Q47611
IsaacVossius,https://www.wikidata.org/wiki/Q3112766,,Isaac,Vossius (Voss),1618,Leyde,1689-02-21,Windsor,auteur(e) de textes,érudit et bibliophile néerlandais,,4,7,Q43631,Q464955
SethBible,https://www.wikidata.org/wiki/Q107626,,,Seth,-3874,,-2958,,personnage biblique,personnage biblique,,4,7,,
Nicias,https://www.wikidata.org/wiki/Q2583871,,,Nicias,-500,Q1524,-400,Q1524,"artiste,peintre",peintre athénien,,4,7,Q1524,Q1524
Andromede,https://www.wikidata.org/wiki/Q161582,,,Andromède,,,,,personnage mythologique,personnage de la mythologie grecque,,4,7,,
Origene,https://www.wikidata.org/wiki/Q170472,,,Origène,185,Alexandrie,254,Q319242,"personnage du clergé,auteur(e) de textes","théologien, exégète et prêtre du christianisme antique",,4,7,Q87,Q319242
Inachos,https://www.wikidata.org/wiki/Q735623,connu aussi sous le nom de Inachus,,Inachos,,,,,personnage mythologique,"personnage de la mythologie grecque, fils d'Océan et de Téthys",,4,7,,
GiovanniSanti,http://www.wikidata.org/entity/Q860949,Giovanni Santi,Giovanni,di Sante di Pietro,,Q190584,1494-08-01,Q2759,"artiste,peintre",peintre italien,,4,7,Q190584,Q2759
ConstantinV,https://www.wikidata.org/wiki/Q41635,,,Constantin V,718,Constantinople,0775-09-14,,personnage politique,empereur byzantin de 741 à 775,,4,7,Q16869,
VincentIdeMantoue,https://www.wikidata.org/wiki/Q452580,,Vincent Ier de,Mantoue,1562-09-21,Mantoue,1612-02-09,Mantoue,"personnage politique,mécène",duc de Mantoue et de Montferrat,,4,7,Q6247,Q6247
MarcusAemiliusScaurus,https://www.wikidata.org/wiki/Q365148,,Marcus,Æmilius Scaurus,-162,,-88,,personnage politique,consul romain en 115 av. J.-C.,,4,7,,
FerdinandI,https://www.wikidata.org/wiki/Q150611,Ferdinand Ier,Ferdinand Ier de,Habsbourg,1503-03-10,Q46940,1564-07-25,Vienne,personnage politique,empereur du Saint Empire et roi de Hongrie,,4,7,Q46940,Q1741
Midas,https://www.wikidata.org/wiki/Q308398,,,Midas,,,,Q542854,personnage mythologique,roi de Phrygie et personnage de la mythologie gréco-romaine,,4,7,,Q542854
LazareDeConstantinople,https://www.wikidata.org/wiki/Q2567661,Lazare de Constantinople,Lazare de,Constantinople,810,EmpireOrient,867,Q501817,personnage du clergé,personne ecclésiastique arménienne,,4,7,Q12544,Q501817
AntonioDaSangalloIlGiovane,http://www.wikidata.org/entity/Q357276,Antonio da Sangallo le Jeune,Antonio,Cordiani,1484-04-12,Florence,1546-08-03,Q8621,"artiste,architecte",architecte italien,,4,7,Q2044,Q8621
Priam,https://www.wikidata.org/wiki/Q170473,,,Priam,,,,Troie,personnage mythologique,"personnage de la mythologie grecque, dernier roi de Troie",,4,7,,Q22647
Hesiode,https://www.wikidata.org/wiki/Q44233,Esiodo (it),,Hésiode,-776,Q679305,,Q936920,auteur(e) de textes,poète grec des VIII-VIIe s. av. J.-C.,,4,7,Q679305,Q936920
Soliman,https://www.wikidata.org/wiki/Q8474,"Soliman le Magnifique, Soliman Ier",,Soliman,1494-11-06,Q45301,1566-09-06,Q373542,personnage politique,sultan ottoman et calife de 1520 à 1566,,4,7,Q45301,Q373542
AlessandroCaimo,,,Alessandro,Caimo,,,,,non identifié,,,2,7,,
Boree,https://www.wikidata.org/wiki/Q109220,,,Borée,,,,,personnage mythologique,personnification du vent du nord dans la mythologie grecque,,4,7,,
Pluton,https://www.wikidata.org/wiki/Q152262,,,Pluton,,,,,personnage mythologique,divinité de la mythologie romaine,,4,7,,
JusepeDeRibera,http://www.wikidata.org/entity/Q297838,lo Spagnoletto,Jusepe de,Ribera,1591-01-12,Q738013,1652-09-03,Naples,"artiste,peintre",peintre espagnol,,4,7,Q738013,Q2634
Empedocle,https://www.wikidata.org/wiki/Q83375,,,Empédocle,-494,Q3607380,-434,Q16990,"philosophe,médecin,ingénieur","philosophe, ingénieur et médecin grec",,4,7,Q3607380,Q16990
TorquatoTasso,https://www.wikidata.org/wiki/Q168962,,Torquato,Tasso,1544-03-11,Q72672,1595-04-25,Rome,auteur(e) de textes,poète italien,,4,7,Q72672,Q220
GiovanniSalviati,https://www.wikidata.org/wiki/Q2254728,,Giovanni,Salviati,1490-03-24,Florence,1553-10-28,Ravenna,personnage du clergé,prélat catholique,,4,7,Q2044,Q13364
Loth,https://www.wikidata.org/wiki/Q40574,,,Loth,,,,,personnage biblique,personnage biblique,,4,7,,
SamuelMarolois,https://www.wikidata.org/wiki/Q3261976,,Samuel,Marolois,1572,Q163795,1627,LaHaye,"auteur(e) de textes,architecte,mathématicien,ingénieur","mathématicien et ingénieur militaire hollandais, ingénieur des fortifications des Provinces-Unies",,4,7,Q163795,Q36600
EdouardColbertVillacerf,https://www.wikidata.org/wiki/Q3579778,,Edouard,Colbert,1628,,1699-10-17,Paris,personnage politique,administrateur du gouvernement de Louis XIV,,4,7,,Q90
FlaviusJosephe,https://www.wikidata.org/wiki/Q134461,,Flavius,Josephe,37,Jerusalem,100,Rome,auteur(e) de textes,historien judéen de langue grecque,,4,7,Q1218,Q220
AndreaAlciato,https://www.wikidata.org/wiki/Q464471,,Andrea,Alciato,1492-05-08,Milan,1550-01-12,Pavie,auteur(e) de textes,jurisconsulte italien,,4,7,Q490,Q6259
Amphion,https://www.wikidata.org/wiki/Q242835,,,Amphion,,,,,personnage mythologique,"personnage de la mythologie grecque, fils de Zeus",,4,7,,
Agesilaos,,,,Agésilaos,,,,,non identifié,,,2,7,,
LaurentDeLaHyre,http://www.wikidata.org/entity/Q59894,,Laurent de,La Hyre,1606-02-27,Paris,1656-12-28,Paris,"artiste,peintre,graveur(euse)",peintre et graveur français,,4,7,Q90,Q90
AnthonisMorVanDashorst,http://www.wikidata.org/entity/Q176694,Anthonis Mor Van Dashorst,Antonio,Moro,1519,Utrecht,1575,Anvers,"artiste,peintre",peintre flamand,,4,7,Q803,Q12892
MatthijsBril,http://www.wikidata.org/entity/Q1908666,,Matthijs,Bril,1550,Anvers,1583-06-08,Rome,"artiste,peintre",peintre flamand du 16ème siècle,,4,6,Q12892,Q220
SaintSebastien,https://www.wikidata.org/wiki/Q183332,,,Saint Sebastien,255,Narbonne,0287-01-20,Rome,saint(e),saint martyr romain dans la religion catholique,,4,6,Q6555,Q220
PietroAccolti,https://www.wikidata.org/wiki/Q1337909,,Pietro,Accolti,1455-03-15,Florence,1532-12-11,Rome,personnage du clergé,cardinal de l'Église catholique romaine,,4,6,Q2044,Q220
Philon,https://www.wikidata.org/wiki/Q240499,,Philon d',Athènes,-400,,-360,,"artiste,architecte",architecte antique,,4,6,,
Alaric,https://www.wikidata.org/wiki/Q102371,,,Alaric,370,Q3621695,410-12,Q13619,personnage politique,roi des Wisigoths de 395 à 410,,4,6,Q3621695,Q13619
AdamVanNoort,http://www.wikidata.org/entity/Q351328,,Adam,van Noort,1562,Anvers,1641,Anvers,"artiste,peintre",peintre flamand (1562-1641),,4,6,Q12892,Q12892
Lea,https://www.wikidata.org/wiki/Q128847,,,Lea,-1731,Q1257454,-1665,Q163329,personnage biblique,fille de Laban,,4,6,Q1257454,Q163329
AlbertVII,https://www.wikidata.org/wiki/Q311452,Albert VII,,Albert VII,1559-11-15,Q131612,1621-07-13,Bruxelles,personnage du clergé,cardinal de l'Église catholique romaine,,4,6,Q131612,Q239
LucaPacioli,https://www.wikidata.org/wiki/Q87620,"frate Luca dal Borgo, Luca dal Sansepolcro",Luca,Pacioli,1440,Sansepolcro,1517,Rome,personnage du clergé,"religieux franciscain italien, père de la comptabilité",,4,6,Q52098,Q220
FlaminioVacca,http://www.wikidata.org/entity/Q527235,,Flaminio,Vacca,1538,Rome,1605-10-26,Rome,"artiste,sculpteur",sculpteur italien,,4,6,Q220,Q220
ArdicesDeCorinthe,https://www.wikidata.org/wiki/Q3622541,,,Ardicès de Corinthe,,Q1363688,,,"artiste,peintre",peintre antique,,4,6,Q1363688,
Theophile,https://www.wikidata.org/wiki/Q60199,,,Théophile,813,,0842-01-20,Constantinople,personnage politique,empereur byzantin de 829 à 842,,4,6,,Q16869
BernardinoLuini,http://www.wikidata.org/entity/Q8537,Bernardino Luini,Bernardino de,Scapi,1480,Q41052,1532,Milan,"artiste,peintre",peintre italien,,4,6,Q41052,Q490
FrancescoCamilliani,https://www.wikidata.org/wiki/Q1055650,,Francesco,Camilliani,1530,Florence,1576-10-13,Florence,"artiste,sculpteur",sculpteur toscan de la Renaissance,,4,6,Q2044,Q2044
Seneque,https://www.wikidata.org/wiki/Q2054,,,Sénèque,-4,Q2997165,65-04-12,Rome,"personnage politique,auteur(e) de textes,philosophe","philosophe stoïcien, dramaturge et homme d'État romain",,4,6,Q2997165,Q220
Eurydice,https://www.wikidata.org/wiki/Q208588,,,Eurydice,,,,,personnage mythologique,"nymphe, épouse d'Orphée",,4,6,,
SaintThomas,https://www.wikidata.org/wiki/Q43669,,,Saint Thomas,1,Galilee,72-07-03,Q1646915,saint(e),apôtre,,4,6,Q83241,Q1646915
Pausias,https://www.wikidata.org/wiki/Q1533115,,,Pausias,-350,Sicyone,-400,,"artiste,peintre",peintre antique,,4,6,Q368628,
Aglaophon,https://www.wikidata.org/wiki/Q1454839,,,Aglaophon,-600,Q2409204,-500,,"artiste,peintre",peintre antique,,4,6,Q2409204,
AntonioSegni,,,Antonio,Segni,,,,,non identifié,,,2,6,,
CharlesDeLorraine,,Charles de Lorraine,Charles de,Lorraine,,,,,non identifié,,,2,6,,
Calchas,https://www.wikidata.org/wiki/Q725527,,,Calchas,,,,,personnage mythologique,personnage de la mythologie grecque,,4,6,,
FrancescoCapriani,http://www.wikidata.org/entity/Q748699,,Francesco,Capriani,1535,Volterra,1594-02-15,Rome,"artiste,architecte",architecte italien,,4,6,Q103305,Q220
CristoforoLandino,https://www.wikidata.org/wiki/Q711964,,Cristoforo,Landino,1424-02-08,Florence,1498-09-24,Q18484193,auteur(e) de textes,humaniste italien du XVe siècle,,4,6,Q2044,Q18484193
PieterVanLaer,http://www.wikidata.org/entity/Q576907,,Pieter,van Laer,1599-12,Haarlem,1642,Haarlem,"artiste,peintre,graveur(euse)",peintre et graveur néerlandais,,4,6,Q9920,Q9920
NicolaPisano,http://www.wikidata.org/entity/Q364413,,Nicola,Pisano,1225,Q13464,1284,Toscane,"artiste,sculpteur,architecte",architecte et sculpteur italien,,4,6,Q13464,Q1273
LouisIIIMantoue,https://www.wikidata.org/wiki/Q969770,Louis III de Mantoue,Louis III de,Gonzague,1412-06-05,Mantoue,1478-06-12,Q42945,personnage politique,deuxième marquis de Mantoue,,4,6,Q6247,Q42945
GiovanniGabrielli,,,,,,,,,,,,2,6,,
BernardinoCampi,http://www.wikidata.org/entity/Q822891,,Bernardino,Campi,1520,Cremone,1591,Q13360,"artiste,peintre",peintre italien,,4,6,Q6231,Q13360
AndreasVanWesel,https://www.wikidata.org/wiki/Q170267,"Andrea Vesalio, André Vésale, Andreas Vesalius",Andreas van,Wesel,1514-12-31,Q1864473,1564-10-16,Q144880,auteur(e) de textes,"anatomiste flamand, précurseur des planches anatomiques détaillées",,4,6,Q1864473,Q144880
FrancescoVanni,http://www.wikidata.org/entity/Q960581,,Francesco,Vanni,1564-01-05,Sienne,1610-10-26,Sienne,"artiste,peintre",peintre italien,,4,6,Q2751,Q2751
PaoloGuidotti,http://www.wikidata.org/entity/Q3894144,il Borghese,Paolo,Guidotti,1560,Lucques,1629-03-07,Rome,"artiste,peintre",peintre italien de Rome (c.1560-1629),,4,6,Q13373,Q220
EneaVico,http://www.wikidata.org/entity/Q3725198,,Enea,Vico,1523-01-29,Parme,1567-08-18,Ferrare,"artiste,graveur(euse)",graveur italien,,4,6,Q2683,Q13362
MatteoBotti,https://www.wikidata.org/wiki/Q24718757,,Matteo,Botti,1570,,1621,,personnage historique,scientifique italien,,4,6,,
HonoreIIDeMonaco,https://www.wikidata.org/wiki/Q474802,Honoré II,Honoré II de,Monaco,1597-12-24,Monaco,1662-01-10,Monaco,personnage politique,seigneur puis prince de Monaco de 1604 à 1662,,4,6,Q235,Q235
PaulIV,https://www.wikidata.org/wiki/Q101430,Paul IV,Gian Pietro,Carafa,1476-06-28,Q55015,1559-08-18,Rome,pape,"223e pape de l'Église catholique, de 1555 à 1559",,4,6,Q55015,Q220
Cadmos,https://www.wikidata.org/wiki/Q27613,,,Cadmos,,,,,personnage mythologique,personnage de la mythologie grecque,,4,6,,
Androcydes,https://www.wikidata.org/wiki/Q4759434,,,Androcydès,-500,Q615449,-400,,"artiste,peintre",peintre grec,,4,6,Q615449,
AgostinoBusti,http://www.wikidata.org/entity/Q395600,Bambaia,Agostino,Busti,1483,Q1155,1548-06-11,Milan,"artiste,sculpteur",sculpteur italien,,4,6,Q1155,Q490
MarcoZoppo,http://www.wikidata.org/entity/Q1369392,Marco Zoppo,Marco,di Antonio di Ruggero,1433,Cento,1478,Venise,"artiste,peintre",peintre italien,,4,6,Q95094,Q641
NicolasMignard,http://www.wikidata.org/entity/Q2555178,,Nicolas,Mignard,1606-02-07,Troyes,1668-03-20,Paris,"artiste,peintre",peintre français,,4,6,Q5489,Q90
CharlesIAnjou,https://www.wikidata.org/wiki/Q203829,Charles Ier,Charles I d',Anjou,1226-03-21,Paris,1285-01-07,Q13464,personnage politique,roi de Naples et de Sicile,,4,6,Q90,Q13464
XerxesI,https://www.wikidata.org/wiki/Q129165,,,Xerxès Ier,-519,Q794,-465-08,Q3746183,personnage politique,roi de la Perse achéménide entre 485 et 465 avant J.-C.,,4,6,Q794,Q3746183
GerritVanHonthorst,http://www.wikidata.org/entity/Q314548,Gérard de la Nuit,Gerrit,van Honthorst,1592-11-04,Utrecht,1656-04-27,Utrecht,"artiste,peintre",peintre néerlandais,,4,6,Q803,Q803
Bucephale,https://www.wikidata.org/wiki/Q201598,,,Bucephale,-354,,-325-06,,animal célèbre,cheval d'Alexandre le Grand,,4,6,,
Erichthonios,https://www.wikidata.org/wiki/Q644921,,,Érichthonios,,,,,personnage mythologique,roi légendaire d'Athènes,,4,6,,
Evandre,https://www.wikidata.org/wiki/Q837699,,,Evandre,,,,,personnage mythologique,"héros de la mythologie grecque et romaine, roi de Pallantium",,4,6,,
JanBrueghel,http://www.wikidata.org/entity/Q209050,Jan Brueghel l'Ancien,Jan,Brueghel,1568,Bruxelles,1625-01-13,Anvers,"artiste,peintre",peintre flamand (1568–1625),,4,6,Q239,Q12892
HansSebaldLautensack,http://www.wikidata.org/entity/Q1392217,Hans Sebald Lautensack,Hanns,Lautensack,1524,Q3936,1565,Vienne,"artiste,peintre,graveur(euse)",graveur et peintre allemand (1524-1560),,4,6,Q3936,Q1741
PierreCorneille,http://www.wikidata.org/entity/Q747,,Pierre,Corneille,1606-06-06,Rouen,1684-10-01,Paris,auteur(e) de textes,dramaturge et poète français (1606-1684),,4,6,Q30974,Q90
PaoloGiovio,https://www.wikidata.org/wiki/Q437543,Paul Jove,Paolo,Giovio,1483-04-21,Come,1552-12-12,Florence,"personnage du clergé,auteur(e) de textes,médecin","médecin, historien, écrivain et prélat catholique italien",,4,6,Q1308,Q2044
MonaLisa,https://www.wikidata.org/wiki/Q153032,Mona Lisa,Lisa,Gherardini,1479-06-15,Florence,1542-07-14,Florence,"muse,personnage historique",membre de la famille Gherardini de Florence (1479-1542),,4,6,Q2044,Q2044
AgnoloGaddi,http://www.wikidata.org/entity/Q363296,,Agnolo,Gaddi,1350,Florence,1396-10-15,Florence,"artiste,peintre",peintre italien,,4,6,Q2044,Q2044
Menelas,https://www.wikidata.org/wiki/Q171839,,,Ménélas,,,,,personnage mythologique,"personnage de la mythologie grecque, roi de Sparte",,4,6,,
Megabyze,https://www.wikidata.org/wiki/Q1852762,,,Mégabyze,-600,,-600,,"personnage politique,militaire",héros de la Perse,,4,6,,
AlphonseV,https://www.wikidata.org/wiki/Q312304,Alphonse V,,Aragon,1396-02-24,Q693913,1458-06-27,Q645041,personnage politique,"roi d'Aragon, de Valence, de Naples, de Sicile et de Sardaigne (1416–1458)",,4,6,Q693913,Q645041
Tisifone,,,,Tisifone,,,,,non identifié,,,2,6,,
Cecrops,https://www.wikidata.org/wiki/Q500739,,,Cecrops,,,,,personnage mythologique,personnage de la mythologie grecque,,4,6,,
FrancescoBocchi,https://www.wikidata.org/wiki/Q5479222,,Francesco,Bocchi,1548,Florence,1618,Florence,auteur(e) de textes,écrivain italien,,4,6,Q2044,Q2044
TiteLive,https://www.wikidata.org/wiki/Q2039,,,Tite-Live,-59,Q65415418,17,Padoue,auteur(e) de textes,historien latin de la Rome antique,,4,6,Q65415418,Q617
JacopoDiCasentino,http://www.wikidata.org/entity/Q2723390,,Jacopo di,Casentino,1297,Florence,1358,Q52096,"artiste,peintre",peintre italien,,4,6,Q2044,Q52096
GiovanniBattistaRicci,,,,,,,,,,peintre,,2,6,,
MarcAntoine,https://www.wikidata.org/wiki/Q51673,,,Marc Antoine,-83,Rome,-30,Alexandrie,personnage politique,"triumvir, homme d'État romain",,4,6,Q220,Q87
MichelDorigny,http://www.wikidata.org/entity/Q3309511,,Michel,Dorigny,1617,SaintQuentin,1665-02-20,Paris,"artiste,peintre,graveur(euse)",peintre et graveur français (1616-1665),,4,6,Q182744,Q90
Melanthius,https://www.wikidata.org/wiki/Q5655448,,,Melanthius,,Sicyone,,,"artiste,peintre",peintre grec de l'Antiquité,,4,6,Q368628,
GentileDaFabriano,http://www.wikidata.org/entity/Q312393,Gentile da Fabriano,Gentile,di Niccolò di Giovanni Massi,1370,Fabriano,1427,Rome,"artiste,peintre",peintre italien,,4,5,Q13145,Q220
Democrite,https://www.wikidata.org/wiki/Q41980,,,Démocrite,-460,Q132527193,-360,Grece,philosophe,philosophe antique,,4,5,Q132527193,Q41
Serapion,,,,Sérapion,,,,,non identifié,,,2,5,,
ArnolfoDiCambio,http://www.wikidata.org/entity/Q315249,Arnolfo di Lapo,Arnolfo di,Cambio,1242,Q91192,1306,Florence,"artiste,sculpteur,architecte",sculpteur et architect florentin,,4,5,Q91192,Q2044
Mausole,https://www.wikidata.org/wiki/Q296857,,,Mausole,-410,Carie,-353,Q5843680,personnage politique,satrape de Carie,,4,5,Q193214,Q5843680
AlfonsoN,,,Alfonso,N.,,,,,non identifié,,,2,5,,
AdrienVI,https://www.wikidata.org/wiki/Q57087,Adrien VI,,Adrien VI,1459-03-02,Utrecht,1523-09-14,Rome,pape,"218e pape de l'Église catholique, de 1522 à 1523",,4,5,Q803,Q220
SofonisbaAnguissola,http://www.wikidata.org/entity/Q236038,,Sofonisba,Anguissola,1532,Cremone,1625-11-16,Palerme,"artiste,peintre",peintre italienne,,4,5,Q6231,Q2656
Micon,https://www.wikidata.org/wiki/Q1387790,,,Micon,-500,Athenes,-500,,"artiste,peintre",peintre antique,,4,5,Q844930,
Alberti,http://www.wikidata.org/entity/Q3064890,,,Alberti,,,,,"famille,artiste",famille d'artistes italiens de la Renaissance originaires de Sansepolcro,,4,5,,
SaintAndre,https://www.wikidata.org/wiki/Q43399,,,Saint André,-6,Q501773,60-11-30,Q133123,saint(e),apôtre du Christ,,4,5,Q501773,Q133123
QuintusFabiusMaximusVerrucosus,https://www.wikidata.org/wiki/Q274545,Quintus Fabius Maximus Verrucosus,Quintus,Fabius Maximus Verrucosus,,Q1747689,-203,Rome,personnage politique,consul romain à cinq reprises,,4,5,Q1747689,Q220
AmmienMarcellin,https://www.wikidata.org/wiki/Q172198,,,Ammien Marcellin,330,Antioche,395,Rome,auteur(e) de textes,historien romain,,4,5,Q200441,Q220
PellegrinoAretusi,http://www.wikidata.org/entity/Q2698667,"Pellegrino Munari, Pellegrino da Modena",Pellegrino,Aretusi,1460,Modene,1523,Modene,"artiste,peintre",peintre italien,,4,5,Q279,Q279
DemetriosDePhalere,https://www.wikidata.org/wiki/Q313286,,Démétrios de,Phalère,-350,Q534927,-283,Egypte,philosophe,philosophe antique,,4,5,Q534927,Q79
Myron,https://www.wikidata.org/wiki/Q192211,,,Myron,-500,Q1328318,-500,,"artiste,sculpteur",sculpteur athénien du Ve siècle,,4,5,Q1328318,
Memnon,https://www.wikidata.org/wiki/Q506781,Memnon,,Memnon,,,,,personnage mythologique,personnage de la mythologie grecque,,4,5,,
GerritDou,http://www.wikidata.org/entity/Q335927,,Gerrit,Dou,1613-04-07,Leyde,1675-02-09,Leyde,"artiste,peintre",peintre néerlandais (1613-1675),,4,5,Q43631,Q43631
SaintRoch,https://www.wikidata.org/wiki/Q152457,,Roch de,Montpellier,1293,Montpellier,1327-08-16,Montpellier,saint(e),saint chrétien,,4,5,Q6441,Q6441
Antiphile,https://www.wikidata.org/wiki/Q581959,,,Antiphile,-400,Egypte,-360,,"artiste,peintre",peintre de la Grèce antique,,4,5,Q79,
CharlesII,https://www.wikidata.org/wiki/Q122553,Charles II,Charles,Stuart,1630-05-29,Q272162,1685-02-06,Q391620,personnage politique,"roi d'Angleterre, d'Irlande et d'Écosse de 1660 à 1685",,4,5,Q272162,Q391620
Echion,https://www.wikidata.org/wiki/Q508886,,,Echion,,,-400,,"artiste,peintre",peintre grec de l’Antiquité,,4,5,,
MarcoDOggiono,http://www.wikidata.org/entity/Q982274,,Marco d',Oggiono,1470,Q42565,1540,Milan,"artiste,peintre",peintre italien,,4,5,Q42565,Q490
